Twitter Profile,Name,Description,Website,Price ETH,Twitter User Created,Twitter User Description,Twitter User Favourites Count,Twitter User Followers Count,Twitter User Friends Count,Twitter User Listed Count,Twitter User Statuses Count,Twitter User Media Count,Twitter User Location,Twitter User Profile Banner Url,Twitter User Profile Image Url
ICPunks,Infinity Flies,Flies avatar NFTs,infinityfrogs.com,0.0,2021-05-22 19:15:46+00:00,"First NFTs on the Internet Computer.
10K randomly generated clowns and hand-drawn frogs.

Discord: discord.gg/Gghf7WZRCQ
Websites:
icpunks.com
infinityfrogs.com",415.0,22262.0,77.0,114.0,212.0,32.0,,https://pbs.twimg.com/profile_banners/1396182987755171843/1627750706,https://pbs.twimg.com/profile_images/1446025804643815426/Guqfexfm_normal.jpg
RiseAngleInc,RAM NFT Membership (12 NFTs + 1) by RiseAngle,In-game character themed NFTs,riseangle.com,0.07,2017-01-09 00:23:56+00:00,"Groundbreaking NFT Games Metaverse - Exclusive NFT Membership - 
Partner with us: NFT Artists, Brands, & Influencers! RiseAngle.com ,
discord.gg/kPEC9upewP",138.0,22148.0,254.0,13.0,107.0,23.0,"San Francisco, CA",,https://pbs.twimg.com/profile_images/818254236794294272/NnNeunTE_normal.jpg
ninjasquadnft,Ninja Squad NFT,Ninja Themed NFTs,ninjasquadnft.io,0.088,2021-10-03 22:54:43+00:00,"World’s 1st NFT collection dedicated to crypto/NFT trading by leading international community @ninjatraderstr 

Join the 8,888 Ninjas: discord.gg/ninjasquad",86.0,28291.0,3.0,33.0,69.0,32.0,,https://pbs.twimg.com/profile_banners/1444798029358305282/1636324742,https://pbs.twimg.com/profile_images/1457015953376559116/cM1I0LuA_normal.jpg
Mreverybody_art,Mister Everybody Drop,Unique fine art NFTs,www.sodafactory.io,0.06,2021-03-06 12:59:40+00:00,"Presale 16th November 9PM (UTC)
Public Sale 19th November 9PM (UTC) 
Discord: discord.gg/eeybmfvdTh",60.0,1339.0,1345.0,1.0,48.0,20.0,Ireland ,https://pbs.twimg.com/profile_banners/1368184435468865537/1636716894,https://pbs.twimg.com/profile_images/1460375804039290883/quxqgGyb_normal.jpg
comrades_NFT,Confidential Comrades,Pop-art styled secret agent themed NFTs,confidentialcomrades.io,0.06,2021-09-08 23:15:17+00:00,"Secret agents with something to add to the NFT space. Currently preparing for deployment, release date Nov. 19th on IMX | Discord: discord.gg/comrades",4907.0,2311.0,196.0,5.0,422.0,169.0,Location Unknown,https://pbs.twimg.com/profile_banners/1435743524788391949/1632719546,https://pbs.twimg.com/profile_images/1456351589602521120/DtEgCv0R_normal.jpg
dreamygeeks,Dreamy Geeks,Geek themed avatar NFT collection on Ethereum,DreamyGeeks.com,0.0314,2021-09-12 04:04:43+00:00,"10,000 unique, hand-drawn, algorithmically created Dreamy Geek #NFTs coming to the #Metaverse. #Geek out with us: discord.gg/dreamygeeks",157.0,2086.0,1053.0,2.0,181.0,73.0,Metaverse,https://pbs.twimg.com/profile_banners/1436903526031052806/1635278925,https://pbs.twimg.com/profile_images/1457168437285900294/pgvbXX-J_normal.jpg
moonwhips,MoonWhips,80s Pop Culture Themed NFTs,www.moonwhips.io,0.09,2021-09-14 03:37:45+00:00,11'111 UNIQUE 🏎️ TO DRIVE YOU TO THE 📈🌚 🌎 World’s First🥇: 9 unique NFT bases in 1 @NFT release! 🪙 Minting END NOV / 20% of royalties go to #mentalhealth,27.0,8005.0,4.0,3.0,154.0,125.0,,https://pbs.twimg.com/profile_banners/1437621229767200770/1634865752,https://pbs.twimg.com/profile_images/1457386316912488458/qnikrCPW_normal.jpg
Salamanders_NFT,Slim Salamander Squad,Salamander avatar NFTs with comic utility,www.slimsalamandersquad.com,0.06,2021-08-21 13:58:10+00:00,"•10,000 cute, but not 2 cute, Slim Salamanders
• PvP P2E game
•ETH's first community choose your own adventure comic
• Discord: discord.gg/9mbnZNFaHm",465.0,12048.0,166.0,5.0,338.0,184.0,0.06  Ξ 19/11,https://pbs.twimg.com/profile_banners/1429080343634759695/1633681224,https://pbs.twimg.com/profile_images/1459436208300326912/Rfl5MPi4_normal.jpg
DRIPPYZOMBIES,Drippyzombies,Zombie themed NFTs with claimable physical items,www.drippyzombies.com,0.08,2021-08-21 17:47:39+00:00,"DRIPPY ZOMBIES is a collection of 8,000 unique zombie NFT collectibles. 

discord.gg/drippyzombies",748.0,10371.0,643.0,7.0,106.0,34.0,,https://pbs.twimg.com/profile_banners/1429137308712845325/1632511209,https://pbs.twimg.com/profile_images/1441414436057718784/4FGTyxE0_normal.jpg
SOLFunks,SOLFunks,Pixel art disco themed avatar NFTs,solfunks.com,0.0,2021-09-09 00:21:32+00:00,"A collection of 4,444 groovy Solfunks living on the Solana Blockchain.

Party starts November 20th @ 13:00 UTC

Discord: solfunks.com/discord",10.0,1907.0,10.0,0.0,28.0,17.0,At the Disco!,https://pbs.twimg.com/profile_banners/1435760178905767936/1635632050,https://pbs.twimg.com/profile_images/1454574071635537920/5bktY8XP_normal.jpg
DeadPilotzNFT,Dead Pilotz Society,Pilot based NFTs on Solana,deadpilotzsociety.com,0.0,2021-09-29 00:25:16+00:00,DROPS SAT NOV 20th 14:00 UTC! Dead Pilotz Society is an action-adventure NFT Game. Whitelist is open! Only 200 Spots Left. Join Now: bit.ly/DeadPilotzWL,464.0,7510.0,166.0,3.0,251.0,22.0,The Forgotten Sea,https://pbs.twimg.com/profile_banners/1443008656585289728/1632890381,https://pbs.twimg.com/profile_images/1455782368812306436/_lo4ShoO_normal.jpg
ElementaNFT,Elementa,Fantasy game and novel based NFTs,www.elementa.game,0.04,2021-07-29 23:38:53+00:00,"10,000 NFT Characters, Concept Art Style, Holder Directed Fantasy Novel and P2E Game - Drops November 20th 17:00 UTC!! | Discord: discord.gg/elementa",142.0,6659.0,800.0,2.0,267.0,113.0,Viridium,https://pbs.twimg.com/profile_banners/1420891589493276675/1636983095,https://pbs.twimg.com/profile_images/1456660827105288196/93BngTwq_normal.jpg
LookAtMyRaccoon,Look At My Raccoon,Racoon themed avatar NFTs on Ethereum,lookatmyraccoon.com,0.06,2021-03-24 12:47:41+00:00,Sweet raccoons coming on 11/21/2021 Join our discord for presale : discord.gg/lookatmyraccoon Designed by @JoanTFR Get ready for dumpster diving !,677.0,3936.0,193.0,5.0,322.0,129.0,Dumpster,https://pbs.twimg.com/profile_banners/1374704448489062404/1630265387,https://pbs.twimg.com/profile_images/1456945262589534211/7G-MWqUw_normal.jpg
EIGHTBITMAFIA,EIGHT BIT MAFIA,Pixel art mafia themed avatar NFTs,eightbitmafia.com,0.05,2021-10-09 17:18:55+00:00,"8,888 Mafia NFTs descending on the Metaverse! 🗓 Release date: NOV 21 • Join the family discord.com/invite/twnUYUQ…",277.0,1464.0,93.0,1.0,42.0,25.0,mafiaaverse,https://pbs.twimg.com/profile_banners/1446887880941608961/1633984321,https://pbs.twimg.com/profile_images/1460034361290641409/cwl653Tq_normal.jpg
AshesOfLightNFT,Ashes Of Light,A unique hand drawn story based NFT collection,ashes-of-light.art,0.08,2021-10-04 12:41:56+00:00,"Join the dark world of Ashes Of Light | Solve the mysteries | Fight X Earn 
Discord : discord.gg/NSPTdTacge",430.0,2462.0,159.0,0.0,253.0,49.0,MetaVerse,https://pbs.twimg.com/profile_banners/1445006227235344388/1635507636,https://pbs.twimg.com/profile_images/1452308590061047810/Q0ZpWAkA_normal.jpg
FatCatMafia,Fat Cat Mafia,Fat cat mafia themed NFT collection on Solana,fatcatmafia.io,0.0,2021-10-16 21:48:14+00:00,Solana-NFT collection of 8888 unique fat kitten! Welcome to the family 🐱fatcatmafia.io,210.0,1417.0,29.0,3.0,115.0,49.0,,https://pbs.twimg.com/profile_banners/1449492003847299081/1634929751,https://pbs.twimg.com/profile_images/1451583113079963651/G9Knvs0b_normal.jpg
bulltangclan,BullTangClan,Bull and cow avatar NFTs,www.bulltangclan.com,0.04,2021-06-29 21:39:32+00:00,Exclusive Clan of 8888 Bulls and Cows hanging around the Ethereum blockchain #NFT #NFTcommunity 🐄🐂. discord.gg/6wHjSY7rQ5,1492.0,3163.0,405.0,8.0,418.0,48.0,Blockchain,https://pbs.twimg.com/profile_banners/1409989874887897088/1633740952,https://pbs.twimg.com/profile_images/1456972511082598405/yZVPd1tI_normal.jpg
LegionOfWitches,Legion of Witches,Hand-drawn witch themed avatar NFTs,legionofwitches.io,0.03,2021-09-25 12:39:16+00:00,"10,000 unique Witches of pop culture, anime, witchcraft & magic games. #NFTs 
Launch: 21st Nov 2021, 11pm UTC
Discord: discord.gg/legionofwitches",251.0,11129.0,1771.0,7.0,68.0,21.0,Legion Metaverse,https://pbs.twimg.com/profile_banners/1441744037409476609/1634207581,https://pbs.twimg.com/profile_images/1441748872418652167/0h4CprBD_normal.jpg
ShibaShelterNFT,Shiba Shelter,Shiba avatar NFT,www.theshibashelter.com,0.0,2021-09-07 00:26:42+00:00,"9,999 Shibes. A PFP w/ purpose.🦴 @thatAlexShibe 🎨  @thatcalicoshib. theshibashelter.com

🇨🇦 Made in Vancouver
💵 30% of royalties to DAO-voted non-profits",941.0,1991.0,530.0,4.0,465.0,180.0,Join our discord 👉,https://pbs.twimg.com/profile_banners/1435036415419576320/1635742603,https://pbs.twimg.com/profile_images/1461248280772308993/L1myTFzn_normal.jpg
soulcops,Soulcops Encrypted Project,Cybernetically police themed avatar NFTs,soulcops.com,0.068,2020-11-08 03:11:15+00:00,"S.O.U.L. Cops Encrypted,10,000 cybernetically enhanced police
to protect the World. Pre sale: 0.068 eth Public Sale: 0.08 eth
discord.gg/soulcops soulcops.com",116.0,6913.0,47.0,3.0,197.0,99.0,,https://pbs.twimg.com/profile_banners/1325274516822532096/1633080698,https://pbs.twimg.com/profile_images/1443871546234204162/TXyVjrLP_normal.jpg
M101_Shelter,M101 Shelter,Cool side-profile character of outer space themed NFTs,m101.space,0.06,2021-09-16 15:35:59+00:00,"M101 is generative side-profile transgalactic characters warping through space🪐
🔔Presale NOV 27!
WHITELIST: OPEN!
Join Us on Discord → discord.gg/m101",90.0,22104.0,286.0,7.0,117.0,81.0,Cape Canaveral,https://pbs.twimg.com/profile_banners/1438526852239224836/1631815545,https://pbs.twimg.com/profile_images/1441011594947858434/shbYrcar_normal.jpg
MonstersShelter,Monster Shelter,Animated homeless themed monster NFTs,monstershelter.io,0.05,2021-09-13 16:54:00+00:00,"Animated collection of 5,555 homeless monsters👾 
Price: 0,04 Ξ          WL Price: 0,03 Ξ  
Pre-sale Nov. 24th 🍂 White list OPEN🔥 → discord.gg/monster-shelter",1286.0,3624.0,214.0,8.0,312.0,136.0,Ethereum blockchain,https://pbs.twimg.com/profile_banners/1437459338470334468/1631814471,https://pbs.twimg.com/profile_images/1441437962806304786/g8-Z9tXE_normal.jpg
3x3punks,3x3Punks,Lego themed Punk NFTs,3x3punks.com,0.033,2021-09-02 01:50:47+00:00,"3D, Lego, Punks. 11,111 unique.
Build with blocks on the block.
Discord: discord.gg/wXfHyWy2F7",417.0,2095.0,238.0,5.0,353.0,274.0,block.,https://pbs.twimg.com/profile_banners/1433245454003736579/1633283167,https://pbs.twimg.com/profile_images/1452378908389691394/N-korTSq_normal.jpg
wildapegangnft,The Wild Ape Gang,"A Collections of 10,000 generative Apes NFTs",wildapegang.com,0.08,2021-10-21 09:14:45+00:00,"10,000 Unique Apes Swinging Through Trees In The Metaverse
Join #THEWILDAPEGANG
Original 180+ Hand-Drawn Traits #NFT
Website : wildapegang.com",5.0,11327.0,102.0,9.0,52.0,35.0,metaverse,https://pbs.twimg.com/profile_banners/1451114658761297923/1635001088,https://pbs.twimg.com/profile_images/1451114750243340290/UjIq7wb2_normal.jpg
SplattersBR,Splatters,Pixel brawler themed avatar NFTs,splatterbattleroyale.com,0.03,2021-08-23 17:20:07+00:00,"Splatters NFT's 

Your 🎟 to an intense 2D Pixel Party Brawler.


discord.gg/splattersbr
splatterbattleroyale.com
opensea.io/collection/spl…",1031.0,1883.0,95.0,3.0,457.0,183.0,IN BATTLE,https://pbs.twimg.com/profile_banners/1429855871119540226/1631131091,https://pbs.twimg.com/profile_images/1435694177799614476/JYY6Ictb_normal.png
HouseofWarlords,House of Warlords,Unique programmatically generated Samurai NFTs on the Ethereum blockchain,houseofwarlords.com,0.069420247,2020-09-23 21:19:42+00:00,⚔️ 👹 8888 Urban Samurai NFT 👹 ⚔️ Badass Art // On-Chain Properties // Ultrasound Deflation // Composability discord.gg/houseofwarlords,755.0,1865.0,203.0,2.0,601.0,474.0,Haipa Taimurifuto,https://pbs.twimg.com/profile_banners/1308878476301172736/1636513895,https://pbs.twimg.com/profile_images/1457204375298969605/Mfqok_TU_normal.jpg
Lazybonesnft,LazyBones SpaceTrip,Exploring the universe themed sloth NFTs,www.lazybonesnft.io,0.04,2021-04-22 18:10:58+00:00,"🚀 10,000 LazyBones are exploring the mysteries of the Universe! 
🦥 LazyExplorers: discord.gg/Jpbmmzc8AP 
🔗 Links: linktr.ee/lazybonesspace",1039.0,4734.0,1305.0,11.0,248.0,164.0,Hyper Blackhole: 803:86:800:79,https://pbs.twimg.com/profile_banners/1385295022329827336/1633709938,https://pbs.twimg.com/profile_images/1460209575114772482/_QUROW6i_normal.jpg
TigerCubClub,Tiger Cub Club,Tiger themed NFTs on Ethereum,thetigercubclub.com,0.04,2021-09-22 13:46:54+00:00,"6600 unique Tiger Cub NFTs will be released in the Jungle Metaverse with special utility and community functions.
 | Discord: discord.gg/bh8d4SQYQc",106.0,3241.0,3112.0,2.0,56.0,24.0,Jungle,https://pbs.twimg.com/profile_banners/1440673906478575626/1635113960,https://pbs.twimg.com/profile_images/1447697823231840256/EOG4lmJM_normal.jpg
Calaveras211,Calaveras 211,Animated skull NFTs,calaveras211.io,0.07,2021-09-23 16:15:14+00:00,"💀 10,000 super detailed animated Calaveras

🎮 Will be used for an upcoming blockchain game!

👉 Join discord.gg/calaveras211

for promo: @raritythings",562.0,5118.0,154.0,3.0,88.0,48.0,,https://pbs.twimg.com/profile_banners/1441073624526426120/1635326994,https://pbs.twimg.com/profile_images/1450429894995890180/4YS_3bsC_normal.jpg
ProjectGaiaNFT,Project GAIA Cyborgs,Cyborg themed avatar NFTs,www.project-gaia.io,0.0234,2021-09-30 22:51:03+00:00,"Project GAIA Cyborgs are 8765 randomly generated #NFTs.

OS: opensea.io/collection/gai…
Discord: discord.gg/projectgaia",199.0,6415.0,261.0,6.0,242.0,79.0,Earth,https://pbs.twimg.com/profile_banners/1443709919014883330/1633941715,https://pbs.twimg.com/profile_images/1447669967353167875/4eDJ6qIW_normal.jpg
WalkersCrypto,CryptoWalkers,3D walking character NFTs,cryptowalkers.io,0.08,2021-08-16 11:08:02+00:00,"10,000 unique Walkers. 3D animated, fully rigged, programmatically generated and ready for the Metaverse. Discord: discord.gg/Amxt9SCX5r",354.0,4738.0,215.0,10.0,148.0,27.0,Blockchain,https://pbs.twimg.com/profile_banners/1427225580848746496/1632561106,https://pbs.twimg.com/profile_images/1454481325595955204/IZ0L6QRy_normal.png
coochycoopanda?s=21,Coochycoo pandas,Panda avatar NFTs,coochycoopandas.co,0.07,,,,,,,,,,,
kingdomdwarves,Kingdom of Dwarves,Fantasy themed dwarf NFTs,www.kingdomofdwarves.io,0.0,2021-10-10 15:53:05+00:00,"A distinct collection of 4,000 cinematic-quality dwarves. First drop of 500 on 11/30. Created by Emmy award-winning 3D artists. kingdomofdwarves.io/discord",332.0,7946.0,416.0,1.0,3047.0,306.0,,https://pbs.twimg.com/profile_banners/1447228652035268612/1634608798,https://pbs.twimg.com/profile_images/1458165212687699969/SfLCtNer_normal.jpg
Immortalis_sol,Project Immortalis,Mythology themed NFT collection,immortalis.io,0.0,2021-09-26 09:08:23+00:00,"5,500 Mythological Creatures Raid the #Solana Blockchain - discord.gg/projectimmorta…",1215.0,3380.0,417.0,4.0,441.0,113.0,Pandora's Box,https://pbs.twimg.com/profile_banners/1442053384819773448/1634392928,https://pbs.twimg.com/profile_images/1449406603397111812/44pYXUJ0_normal.jpg
rebelz_nft,The Rebelz,Rebel themed animal avatar NFTs,www.rebelznft.com,0.049,2021-09-04 13:48:20+00:00,"A collection of 10.000 #Rebelz, each more rebellious than the other.

Presale: Dec 1, 11AM EST
Public sale: Dec 2, 11AM EST

( discord.gg/rebelz )",192.0,3646.0,73.0,2.0,140.0,67.0,Rebelworld,https://pbs.twimg.com/profile_banners/1434151224396460032/1633997494,https://pbs.twimg.com/profile_images/1449467742961156100/xeYtwpLD_normal.jpg
pixlrgenesis,Pixlr Genesis,Unique fine art NFTs in Metaverse museum,www.pixlrgenesis.com,0.3,2021-10-15 08:08:59+00:00,"The World's Most Eminent Art-based Metaverse by @pixlr ✨💎
Discord: discord.gg/U8NCqPpDaQ
Medium: medium.com/@pixlrgenesis",307.0,3311.0,131.0,7.0,355.0,95.0,,https://pbs.twimg.com/profile_banners/1448917534267232262/1636699641,https://pbs.twimg.com/profile_images/1448938188706234368/cVbm5Cdw_normal.jpg
eggtomatons,EGGTOMATONS,Unique character space dweller themed NFTs,eggtomatons.gg,0.04,2021-10-12 14:40:19+00:00,"These hardcore space dwellers aren't your typical colonists, join them for the adventure of your life ! Our official discord: discord.gg/eggtomatons",1340.0,4477.0,241.0,6.0,423.0,187.0,Far reach of the universe 🚀,https://pbs.twimg.com/profile_banners/1447935118375534596/1634850247,https://pbs.twimg.com/profile_images/1461079737049174025/zarhq2IB_normal.jpg
CCrewNFT,Coalition Crew,NFT collection with membership benefits component,ccrewnft.com,0.09,2021-10-09 03:00:56+00:00,"7100 hand drawn, unique 🐆 NFTs | Holders receive access to @PeterVoogd23’s @Forbes promoted Game Changers Academy, Live events + more | discord.gg/3nKRBcDS33",1646.0,3166.0,209.0,2.0,434.0,12.0,CCREWNFT.COM,https://pbs.twimg.com/profile_banners/1446671932242292738/1637256297,https://pbs.twimg.com/profile_images/1452027130720624644/RVuoYGpz_normal.jpg
cyberunners,CYBERUNNERS,Illustrated rebels from dystopian future themed avatar NFTs,www.cyberunners.com,0.07,2021-09-05 14:50:14+00:00,"Presale: Dec 4th // 8,888 uniquely illustrated rebels from the dystopian future // Created by: @the__Mess @TheHexaMan // Discord: discord.gg/cyberunners",191.0,9097.0,19.0,14.0,190.0,70.0,Fallout City,https://pbs.twimg.com/profile_banners/1434529257447837697/1634445367,https://pbs.twimg.com/profile_images/1449690348712693773/s1_ul3YH_normal.jpg
PiggyCrewNFT,PiggyCrew,Pig themed NFT collection on Ethereum,piggycrew.io,0.07,2021-10-12 18:44:12+00:00,"PiggyCrew is a collection of 10000 Piggies who are a part of our DAO 150 ETH community wallet to support our members
discord.gg/UyVwqf7xHK",191.0,3431.0,39.0,3.0,290.0,112.0,Round planet,https://pbs.twimg.com/profile_banners/1447996437237837827/1634064354,https://pbs.twimg.com/profile_images/1447996646114082822/FGy4p1hw_normal.jpg
TheOddDystrict,The Odd Dystrict,Dystopian future storyline themed NFT collection,the-odd-dystrict.com,0.08,2021-09-24 22:29:25+00:00,"The Odd Dystrict is a generative NFT Collection that also acts as a membership to the exclusive community known as TOD-army

discord.gg/theodddystrict",718.0,1036.0,85.0,2.0,75.0,30.0,,https://pbs.twimg.com/profile_banners/1441529855095361539/1635555584,https://pbs.twimg.com/profile_images/1450919931034308610/kdjAirP__normal.jpg
wolveskaters,Wolveskaters,7000 wild NFT Wolveskaters,wolveskaters.io,0.045,2021-09-25 10:12:27+00:00,7000 wild NFT Wolveskaters are hand-drawn to the deafening sounds of punk rock. Discord: discord.gg/2MejBzpAkT Drop date november,277.0,3267.0,932.0,4.0,102.0,34.0,"New York, USA",https://pbs.twimg.com/profile_banners/1441707092432154627/1632823829,https://pbs.twimg.com/profile_images/1441755208640516100/AqhgAPdx_normal.jpg
CryptoWarsNFT,CryptoWars NFT,Army themed avatar NFTs,www.cryptowarsnft.com,0.04,2021-09-03 07:20:29+00:00,"WAR IS COMING...
3 unique armies of 8,333 #NFT fighters on 3 separate blockchains. 
Who Do You Fight For? #ETH #SOL #ADA

Discord discord.gg/2kkSshW3aA",1323.0,9935.0,1576.0,6.0,539.0,251.0,Crypto Galaxy,https://pbs.twimg.com/profile_banners/1433690741813874690/1632368526,https://pbs.twimg.com/profile_images/1454321987283611648/ekrQtpI7_normal.jpg
vibeheads,Vibeheads,Animated handcrafted 3D themed avatar NFTs,www.vibeheads.club,0.08,2021-05-03 19:03:53+00:00,"A Community that will Vibe together for Years ❤️ 

Public sale - 25th Nov

Discord: discord.gg/vibeheads
Opensea: bit.ly/3oeE4SX",3892.0,3281.0,80.0,19.0,583.0,143.0,,https://pbs.twimg.com/profile_banners/1389294609470164997/1637209696,https://pbs.twimg.com/profile_images/1461192349548105731/eNt7xzEw_normal.jpg
